"nome_cientifico";"familia";"status"
"Olyra latispicula";"Poaceae";"CR"
"Parianella carvalhoi";"Poaceae";"CR"
"Paspalum biaristatum";"Poaceae";"EN"
"Paspalum longiaristatum";"Poaceae";"EN"
"Paspalum niquelandiae";"Poaceae";"EN"
"Paspalum rawitscheri";"Poaceae";"EN"
"Paspalum repandum";"Poaceae";"EN"
"Piptochaetium alpinum";"Poaceae";"EN"
"Piptochaetium palustre";"Poaceae";"CR"
"Poa bradei";"Poaceae";"EN"
"Poa reitzii";"Poaceae";"EN"
"Raddia angustifolia";"Poaceae";"CR"
"Raddia distichophylla";"Poaceae";"EN"
"Reitzia smithii";"Poaceae";"VU"
"Schizachyrium scabriflorum";"Poaceae";"EN"
"Setaria parviflora var. pilosissima";"Poaceae";"CR"
"Setaria stolonifera";"Poaceae";"CR"
"Sporobolus apiculatus";"Poaceae";"EN"
"Sucrea maculata";"Poaceae";"EN"
"Triraphis devia";"Poaceae";"EN"
"Zizaniopsis bonariensis";"Poaceae";"EN"
"Podocarpus barretoi";"Podocarpaceae";"CR"
"Podocarpus brasiliensis";"Podocarpaceae";"EN"
"Mourera weddelliana";"Podostemaceae";"VU"
"Podostemum ovatum";"Podostemaceae";"EN"
"Podostemum rutifolium";"Podostemaceae";"VU"
"Podostemum saldanhanum";"Podostemaceae";"EN"
"Acanthocladus santosii";"Polygalaceae";"EN"
"Polygala franchetii";"Polygalaceae";"EN"
"Polygala revoluta";"Polygalaceae";"EN"
"Polygala selaginoides";"Polygalaceae";"EN"
"Polygala stephaniana";"Polygalaceae";"EN"
"Polygala tamariscea";"Polygalaceae";"VU"
"Coccoloba bullata";"Polygonaceae";"VU"
"Coccoloba fastigiata";"Polygonaceae";"EN"
"Coccoloba gigantifolia";"Polygonaceae";"EN"
"Coccoloba rigida";"Polygonaceae";"EN"
"Ruprechtia crenata";"Polygonaceae";"CR"
"Ruprechtia glauca";"Polygonaceae";"VU"
"Ruprechtia latifunda";"Polygonaceae";"EN"
"Triplaris physocalyx";"Polygonaceae";"EN"
"Alansmia senilis";"Polypodiaceae";"CR"
"Ceradenia capillaris";"Polypodiaceae";"VU"
"Ceradenia glaziovii";"Polypodiaceae";"EN"
"Ceradenia warmingii";"Polypodiaceae";"CR"
"Grammitis fluminensis";"Polypodiaceae";"EN"
"Lellingeria brasiliensis";"Polypodiaceae";"VU"
"Lellingeria itatimensis";"Polypodiaceae";"CR"
"Lellingeria tamandarei";"Polypodiaceae";"EN"
"Moranopteris perpusilla";"Polypodiaceae";"EN"
"Mycopteris semihirsuta";"Polypodiaceae";"EN"
"Mycopteris taxifolia";"Polypodiaceae";"EN"
"Pecluma hoehnei";"Polypodiaceae";"CR"
"Pecluma insularis";"Polypodiaceae";"CR"
"Pleopeltis alborufula";"Polypodiaceae";"EN"
"Pleopeltis monoides";"Polypodiaceae";"EN"
"Pleopeltis trindadensis";"Polypodiaceae";"CR"
"Stenogrammitis limula";"Polypodiaceae";"CR"
"Stenogrammitis pumila";"Polypodiaceae";"CR"
"Portulaca hatschbachii";"Portulacaceae";"EN"
"Leptodontium wallisii";"Pottiaceae";"VU"
"Cybianthus boissieri";"Primulaceae";"VU"
"Cybianthus gracillimus";"Primulaceae";"CR"
"Lysimachia barbata";"Primulaceae";"EN"
"Lysimachia buxifolia";"Primulaceae";"EN"
"Myrsine congesta";"Primulaceae";"EN"
"Myrsine glazioviana";"Primulaceae";"EN"
"Myrsine villosissima";"Primulaceae";"EN"
"Stylogyne leptantha";"Primulaceae";"EN"
"Stylogyne sordida";"Primulaceae";"CR"
"Euplassa cantareirae";"Proteaceae";"EN"
"Euplassa hoehnei";"Proteaceae";"EN"
"Euplassa nebularis";"Proteaceae";"EN"
"Euplassa rufa";"Proteaceae";"VU"
"Euplassa semicostata";"Proteaceae";"EN"
"Panopsis multiflora";"Proteaceae";"EN"
"Roupala asplenioides";"Proteaceae";"EN"
"Roupala caparoensis";"Proteaceae";"EN"
"Roupala gracilis";"Proteaceae";"EN"
"Roupala longepetiolata";"Proteaceae";"VU"
"Roupala pallida";"Proteaceae";"EN"
"Roupala sculpta";"Proteaceae";"EN"
"Adiantum diphyllum";"Pteridaceae";"CR"
"Adiantum discolor";"Pteridaceae";"EN"
"Adiantum mynsseniae";"Pteridaceae";"EN"
"Adiantum papillosum";"Pteridaceae";"EN"
"Adiantum tetragonum";"Pteridaceae";"EN"
"Cheilanthes incisa";"Pteridaceae";"EN"
"Cheilanthes juergensii";"Pteridaceae";"EN"
"Cheilanthes regnelliana";"Pteridaceae";"EN"
"Doryopteris rediviva";"Pteridaceae";"VU"
"Doryopteris trilobata";"Pteridaceae";"EN"
"Jamesonia biardii";"Pteridaceae";"EN"
"Jamesonia brasiliensis";"Pteridaceae";"EN"
"Jamesonia cheilanthoides";"Pteridaceae";"EN"
"Jamesonia insignis";"Pteridaceae";"EN"
"Jamesonia rufescens";"Pteridaceae";"CR"
"Lytoneuron itatiaiense";"Pteridaceae";"EN"
"Lytoneuron paradoxum";"Pteridaceae";"VU"
"Lytoneuron rosenstockii";"Pteridaceae";"EN"
"Lytoneuron rufum";"Pteridaceae";"EN"
"Lytoneuron subsimplex";"Pteridaceae";"EN"
"Lytoneuron tijucanum";"Pteridaceae";"EN"
"Ormopteris cymbiformis";"Pteridaceae";"EN"
"Ormopteris gleichenioides";"Pteridaceae";"EN"
"Pteris congesta";"Pteridaceae";"EN"
"Pteris limae";"Pteridaceae";"CR"
"Lacunaria sampaioi";"Quiinaceae";"EN"
"Colletia exserta";"Rhamnaceae";"EN"
"Colletia paradoxa";"Rhamnaceae";"EN"
"Discaria americana";"Rhamnaceae";"VU"
"Gouania corylifolia";"Rhamnaceae";"VU"
"Gouania inornata";"Rhamnaceae";"EN"
"Rhamnidium glabrum";"Rhamnaceae";"VU"
"Sarcomphalus glaziovii";"Rhamnaceae";"EN"
"Scutia arenicola";"Rhamnaceae";"EN"
"Riccia ridleyi";"Ricciaceae";"CR"
"Alibertia curviflora";"Rubiaceae";"EN"
"Alibertia duckei";"Rubiaceae";"EN"
"Alseis involuta";"Rubiaceae";"VU"
"Alseis sertaneja";"Rubiaceae";"EN"
"Appunia aurantiaca";"Rubiaceae";"EN"
"Bathysa sylvestrae";"Rubiaceae";"EN"
"Bradea anomala";"Rubiaceae";"EN"
"Bradea bicornuta";"Rubiaceae";"CR"
"Bradea borrerioides";"Rubiaceae";"EN"
"Bradea brasiliensis";"Rubiaceae";"EN"
"Bradea montana";"Rubiaceae";"CR"
"Calycophyllum papillosum";"Rubiaceae";"EN"
"Carapichea ipecacuanha";"Rubiaceae";"VU"
"Chiococca insularis";"Rubiaceae";"CR"
"Chomelia estrellana";"Rubiaceae";"EN"
"Chomelia polyantha";"Rubiaceae";"EN"
"Chomelia sericea";"Rubiaceae";"EN"
"Chomelia tristis";"Rubiaceae";"EN"
"Cordiera hadrantha";"Rubiaceae";"EN"
"Coussarea accedens";"Rubiaceae";"VU"
"Coussarea ampla";"Rubiaceae";"VU"
"Coussarea andrei";"Rubiaceae";"EN"
"Coussarea bocainae";"Rubiaceae";"EN"
"Coussarea coffeoides";"Rubiaceae";"EN"
"Coussarea friburgensis";"Rubiaceae";"EN"
"Coussarea machadoana";"Rubiaceae";"EN"
"Coussarea megistophylla";"Rubiaceae";"EN"
"Coussarea strigosipes";"Rubiaceae";"EN"
"Coussarea viridis";"Rubiaceae";"EN"
"Duroia valesca";"Rubiaceae";"VU"
"Faramea atlantica";"Rubiaceae";"VU"
"Faramea bahiensis";"Rubiaceae";"VU"
"Faramea bicolor";"Rubiaceae";"VU"
"Faramea brachyloba";"Rubiaceae";"EN"
"Faramea calyciflora";"Rubiaceae";"CR"
"Faramea campanularis";"Rubiaceae";"EN"
"Faramea filamentosa";"Rubiaceae";"EN"
"Faramea includens";"Rubiaceae";"VU"
"Faramea intercedens";"Rubiaceae";"CR"
"Faramea leucocalyx";"Rubiaceae";"EN"
"Faramea paratiensis";"Rubiaceae";"EN"
"Faramea tinguana";"Rubiaceae";"CR"
"Ferdinandusa hirsuta";"Rubiaceae";"EN"
"Galianthe elegans";"Rubiaceae";"VU"
"Galianthe polygonoides";"Rubiaceae";"EN"
"Galianthe souzae";"Rubiaceae";"CR"
"Galianthe vaginata";"Rubiaceae";"EN"
"Galium diphyllum";"Rubiaceae";"CR"
"Galium rubidiflorum";"Rubiaceae";"CR"
"Galium shepherdii";"Rubiaceae";"CR"
"Guettarda blanchetiana";"Rubiaceae";"VU"
"Guettarda divaricata";"Rubiaceae";"EN"
"Guettarda grazielae";"Rubiaceae";"EN"
"Hindsia glabra";"Rubiaceae";"CR"
"Hindsia ibitipocensis";"Rubiaceae";"CR"
"Ixora bahiensis";"Rubiaceae";"EN"
"Ixora heterophylla";"Rubiaceae";"EN"
"Ixora pilosostyla";"Rubiaceae";"EN"
"Kerianthera longiflora";"Rubiaceae";"VU"
"Kerianthera preclara";"Rubiaceae";"EN"
"Manettia campanulacea";"Rubiaceae";"CR"
"Manettia pauciflora";"Rubiaceae";"EN"
"Manettia pedunculata";"Rubiaceae";"VU"
"Melanopsidium nigrum";"Rubiaceae";"VU"
"Mitracarpus anthospermoides";"Rubiaceae";"EN"
"Mitracarpus eritrichoides";"Rubiaceae";"EN"
"Mitracarpus rigidifolius";"Rubiaceae";"VU"
"Pagamea harleyi Steyerm.";"Rubiaceae";"VU"
"Palicourea fulgens";"Rubiaceae";"VU"
"Parachimarrhis breviloba";"Rubiaceae";"EN"
"Posoqueria bahiensis";"Rubiaceae";"VU"
"Posoqueria palustris";"Rubiaceae";"EN"
"Psychotria caudata";"Rubiaceae";"VU"
"Psychotria clavipes";"Rubiaceae";"EN"
"Psychotria fluminensis";"Rubiaceae";"VU"
"Psychotria formosa";"Rubiaceae";"VU"
"Psychotria glaziovii";"Rubiaceae";"VU"
"Psychotria loefgrenii";"Rubiaceae";"EN"
"Psychotria microcarpa";"Rubiaceae";"EN"
"Psychotria paludosa";"Rubiaceae";"EN"
"Psychotria subspathacea";"Rubiaceae";"VU"
"Psychotria tenuinervis";"Rubiaceae";"EN"
"Psychotria ulei";"Rubiaceae";"EN"
"Randia hebecarpa";"Rubiaceae";"EN"
"Randia itatiaiae";"Rubiaceae";"CR"
"Remijia asperula";"Rubiaceae";"VU"
"Retiniphyllum chloranthum";"Rubiaceae";"VU"
"Retiniphyllum pilosum";"Rubiaceae";"EN"
"Richardia schumannii";"Rubiaceae";"EN"
"Riodocea pulcherrima";"Rubiaceae";"EN"
"Rudgea amazonica";"Rubiaceae";"VU"
"Rudgea bracteata";"Rubiaceae";"EN"
"Rudgea coronata subsp. saint-hilairei";"Rubiaceae";"CR"
"Rudgea corymbulosa";"Rubiaceae";"EN"
"Rudgea erythrocarpa";"Rubiaceae";"EN"
"Rudgea hileiabaiana";"Rubiaceae";"EN"
"Rudgea insignis";"Rubiaceae";"VU"
"Rudgea jasminoides subsp. nervosa";"Rubiaceae";"VU"
"Rudgea mouririoides";"Rubiaceae";"EN"
"Rudgea nobilis";"Rubiaceae";"EN"
"Rudgea obtusa";"Rubiaceae";"VU"
"Rudgea pachyphylla";"Rubiaceae";"CR"
"Rudgea palicoureoides";"Rubiaceae";"VU"
"Rudgea parquioides subsp. caprifolium";"Rubiaceae";"CR"
"Rudgea parquioides subsp. hirsutissima";"Rubiaceae";"EN"
"Rudgea parvifolia";"Rubiaceae";"CR"
"Rudgea sessilis subsp. cipoana";"Rubiaceae";"EN"
"Rudgea vellerea";"Rubiaceae";"VU"
"Rustia angustifolia";"Rubiaceae";"EN"
"Rustia gracilis";"Rubiaceae";"EN"
"Rustia simpsonii";"Rubiaceae";"EN"
"Salzmannia arborea";"Rubiaceae";"VU"
"Simira eliezeriana";"Rubiaceae";"EN"
"Simira grazielae";"Rubiaceae";"CR"
"Simira hatschbachiorum";"Rubiaceae";"EN"
"Simira hexandra";"Rubiaceae";"EN"
"Simira paraensis";"Rubiaceae";"VU"
"Simira walteri";"Rubiaceae";"EN"
"Staelia hatschbachii";"Rubiaceae";"EN"
"Standleya erecta";"Rubiaceae";"CR"
"Standleya kuhlmanni";"Rubiaceae";"EN"
"Standleya limae";"Rubiaceae";"CR"
"Warszewiczia longistaminea";"Rubiaceae";"EN"
"Andreadoxa flava";"Rutaceae";"CR"
"Angostura quinquefolia";"Rutaceae";"VU"
"Conchocarpus adenantherus";"Rutaceae";"EN"
"Conchocarpus albiflorus";"Rutaceae";"EN"
"Conchocarpus bellus";"Rutaceae";"CR"
"Conchocarpus cauliflorus";"Rutaceae";"CR"
"Conchocarpus coeruleus";"Rutaceae";"EN"
"Conchocarpus furcatus";"Rutaceae";"CR"
"Conchocarpus grandiflorus";"Rutaceae";"EN"
"Conchocarpus hamadryadicus";"Rutaceae";"VU"
"Conchocarpus macrocarpus";"Rutaceae";"EN"
"Conchocarpus marginatus";"Rutaceae";"CR"
"Conchocarpus minutiflorus";"Rutaceae";"CR"
"Conchocarpus ovatus";"Rutaceae";"VU"
"Conchocarpus santosii";"Rutaceae";"CR"
"Conchocarpus sordidus";"Rutaceae";"CR"
"Esenbeckia irwiniana";"Rutaceae";"EN"
"Esenbeckia oligantha";"Rutaceae";"EN"
"Euxylophora paraensis";"Rutaceae";"EN"
"Galipea carinata";"Rutaceae";"CR"
"Galipea revoluta";"Rutaceae";"EN"
"Hortia superba";"Rutaceae";"VU"
"Metrodorea maracasana";"Rutaceae";"VU"
"Neoraputia calliantha";"Rutaceae";"EN"
"Pilocarpus alatus";"Rutaceae";"EN"
"Pilocarpus carajaensis";"Rutaceae";"EN"
"Pilocarpus grandiflorus";"Rutaceae";"VU"
"Pilocarpus jaborandi";"Rutaceae";"EN"
"Pilocarpus microphyllus";"Rutaceae";"VU"
"Pilocarpus sulcatus";"Rutaceae";"EN"
"Pilocarpus trachylophus";"Rutaceae";"EN"
"Raulinoa echinata";"Rutaceae";"VU"
"Spiranthera speciosa";"Rutaceae";"CR"
"Ticorea froesii";"Rutaceae";"VU"
"Zanthoxylum retusum";"Rutaceae";"EN"
"Zanthoxylum unifoliolatum";"Rutaceae";"EN"
"Meliosma chartacea";"Sabiaceae";"VU"
"Meliosma itatiaiae";"Sabiaceae";"VU"
"Abatia angeliana";"Salicaceae";"VU"
"Abatia microphylla";"Salicaceae";"EN"
"Banara trinitatis";"Salicaceae";"CR"
"Casearia catharinensis";"Salicaceae";"EN"
"Casearia murceana";"Salicaceae";"VU"
"Xylosma glaberrima";"Salicaceae";"VU"
"Acanthosyris paulo-alvinii";"Santalaceae";"CR"
"Alatococcus siqueirae";"Sapindaceae";"EN"
"Allophylus heterophyllus";"Sapindaceae";"VU"
"Cupania crassifolia";"Sapindaceae";"EN"
"Cupania fluminensis";"Sapindaceae";"EN"
"Cupania moraesiana";"Sapindaceae";"CR"
"Cupania radlkoferi";"Sapindaceae";"CR"
"Cupania schizoneura";"Sapindaceae";"CR"
"Matayba cristae";"Sapindaceae";"VU"
"Melicoccus espiritosantensis";"Sapindaceae";"EN"
"Paullinia marginata";"Sapindaceae";"EN"
"Porocystis acuminata";"Sapindaceae";"EN"
"Serjania divaricocca";"Sapindaceae";"CR"
"Serjania fluminensis";"Sapindaceae";"EN"
"Serjania hatschbachii";"Sapindaceae";"CR"
"Serjania littoralis";"Sapindaceae";"EN"
"Serjania tenuis";"Sapindaceae";"VU"
"Talisia ghilleana";"Sapindaceae";"EN"
"Talisia granulosa";"Sapindaceae";"CR"
"Talisia parviflora";"Sapindaceae";"VU"
"Toulicia stans";"Sapindaceae";"CR"
"Toulicia subsquamulata";"Sapindaceae";"VU"
"Urvillea glabra";"Sapindaceae";"VU"
"Chrysophyllum imperiale";"Sapotaceae";"EN"
"Chrysophyllum wilsonii";"Sapotaceae";"EN"
"Manilkara dardanoi";"Sapotaceae";"CR"
"Manilkara decrescens";"Sapotaceae";"VU"
"Manilkara maxima";"Sapotaceae";"EN"
"Micropholis splendens";"Sapotaceae";"EN"
"Pouteria atlantica";"Sapotaceae";"CR"
"Pouteria bapeba";"Sapotaceae";"EN"
"Pouteria bullata";"Sapotaceae";"EN"
"Pouteria butyrocarpa";"Sapotaceae";"CR"
"Pouteria citriodora";"Sapotaceae";"EN"
"Pouteria coelomatica";"Sapotaceae";"EN"
"Pouteria confusa";"Sapotaceae";"EN"
"Pouteria erythrochrysa";"Sapotaceae";"VU"
"Pouteria flavilatex";"Sapotaceae";"EN"
"Pouteria freitasii";"Sapotaceae";"VU"
"Pouteria macahensis";"Sapotaceae";"EN"
"Pouteria maxima";"Sapotaceae";"VU"
"Pouteria multiflora";"Sapotaceae";"EN"
"Pouteria pentamera";"Sapotaceae";"EN"
"Pouteria resinosa";"Sapotaceae";"EN"
"Pouteria stylifera";"Sapotaceae";"EN"
"Pouteria velutinicarpa";"Sapotaceae";"CR"
"Pradosia granulosa";"Sapotaceae";"EN"
"Pradosia kuhlmannii";"Sapotaceae";"EN"
"Pradosia lahoziana";"Sapotaceae";"CR"
"Pradosia longipedicellata";"Sapotaceae";"EN"
"Pradosia restingae";"Sapotaceae";"EN"
"Sarcaulus vestitus";"Sapotaceae";"VU"
"Buddleja speciosissima";"Scrophulariaceae";"EN"
"Selaginella mendoncae";"Selaginellaceae";"VU"
"Brachydontium notorogenes";"Seligeriaceae";"CR"
"Castela tweedii";"Simaroubaceae";"EN"
"Homalolepis cavalcantei";"Simaroubaceae";"EN"
"Homalolepis docensis";"Simaroubaceae";"CR"
"Homalolepis floribunda";"Simaroubaceae";"CR"
"Homalolepis glabra";"Simaroubaceae";"VU"
"Homalolepis insignis";"Simaroubaceae";"EN"
"Homalolepis maiana";"Simaroubaceae";"CR"
"Homalolepis planaltina";"Simaroubaceae";"CR"
"Homalolepis pumila";"Simaroubaceae";"VU"
"Homalolepis salubris";"Simaroubaceae";"CR"
"Homalolepis suaveolens";"Simaroubaceae";"CR"
"Homalolepis warmingiana";"Simaroubaceae";"EN"
"Smilax lappacea";"Smilacaceae";"EN"
"Smilax lutescens";"Smilacaceae";"EN"
"Smilax muscosa";"Smilacaceae";"VU"
"Smilax spicata";"Smilacaceae";"EN"
"Smilax subsessiliflora";"Smilacaceae";"EN"
"Athenaea angustifolia";"Solanaceae";"EN"
"Athenaea sellowiana";"Solanaceae";"EN"
"Calibrachoa eglandulata";"Solanaceae";"EN"
"Calibrachoa elegans";"Solanaceae";"EN"
"Calibrachoa humilis";"Solanaceae";"EN"
"Calibrachoa spathulata";"Solanaceae";"VU"
"Capsicum friburgense";"Solanaceae";"EN"
"Lycianthes repens";"Solanaceae";"EN"
"Nicotiana mutabilis";"Solanaceae";"VU"
"Nierembergia pinifolia";"Solanaceae";"CR"
"Petunia bonjardinensis";"Solanaceae";"EN"
"Petunia exserta";"Solanaceae";"EN"
"Petunia mantiqueirensis";"Solanaceae";"EN"
"Petunia reitzii";"Solanaceae";"CR"
"Petunia saxicola";"Solanaceae";"CR"
"Schwenckia curviflora";"Solanaceae";"EN"
"Schwenckia nova-veneciana";"Solanaceae";"CR"
"Solanum anisocladum";"Solanaceae";"VU"
"Solanum arenarium";"Solanaceae";"EN"
"Solanum bahianum";"Solanaceae";"EN"
"Solanum friburgense";"Solanaceae";"VU"
"Solanum gertii";"Solanaceae";"EN"
"Solanum graveolens";"Solanaceae";"EN"
"Solanum jabrense";"Solanaceae";"EN"
"Solanum kleinii";"Solanaceae";"EN"
"Solanum pabstii";"Solanaceae";"EN"
"Solanum pachimatium";"Solanaceae";"VU"
"Solanum paralum";"Solanaceae";"EN"
"Solanum psilophyllum";"Solanaceae";"EN"
"Solanum restingae";"Solanaceae";"EN"
"Solanum santosii";"Solanaceae";"VU"
"Solanum spissifolium";"Solanaceae";"CR"
"Solanum viscosissimum";"Solanaceae";"EN"
"Styrax aureus";"Styracaceae";"EN"
"Styrax pauciflorus";"Styracaceae";"CR"
"Symplocos angulata";"Symplocaceae";"CR"
"Symplocos atlantica";"Symplocaceae";"EN"
"Symplocos corymboclados";"Symplocaceae";"EN"
"Symplocos dasyphylla";"Symplocaceae";"EN"
"Symplocos glaberrima";"Symplocaceae";"EN"
"Symplocos incrassata";"Symplocaceae";"EN"
"Symplocos inopinata";"Symplocaceae";"EN"
"Symplocos itatiaiae";"Symplocaceae";"EN"
"Symplocos kleinii";"Symplocaceae";"VU"
"Symplocos microstyla";"Symplocaceae";"CR"
"Symplocos neglecta";"Symplocaceae";"CR"
"Symplocos organensis";"Symplocaceae";"EN"
"Symplocos pycnobotrya";"Symplocaceae";"EN"
"Symplocos rhamnifolia";"Symplocaceae";"CR"
"Symplocos rizzinii";"Symplocaceae";"CR (PEX)"
"Amauropelta novaeana";"Thelypteridaceae";"CR"
"Goniopteris cutiataensis";"Thelypteridaceae";"EN"
"Goniopteris littoralis";"Thelypteridaceae";"EN"
"Goniopteris montana";"Thelypteridaceae";"VU"
"Goniopteris multigemmifera";"Thelypteridaceae";"CR"
"Goniopteris refracta";"Thelypteridaceae";"EN"
"Daphnopsis filipedunculata";"Thymelaeaceae";"EN"
"Daphnopsis pseudosalix";"Thymelaeaceae";"EN"
"Funifera brasiliensis";"Thymelaeaceae";"VU"
"Funifera insulae";"Thymelaeaceae";"CR"
"Trigonia littoralis";"Trigoniaceae";"EN"
"Trigoniodendron spiritusanctense";"Trigoniaceae";"EN"
"Tropaeolum warmingianum";"Tropaeolaceae";"EN"
"Coussapoa curranii";"Urticaceae";"EN"
"Coussapoa floccosa";"Urticaceae";"EN"
"Coussapoa pachyphylla";"Urticaceae";"EN"
"Pilea aparadensis";"Urticaceae";"CR"
"Pilea flammula";"Urticaceae";"VU"
"Pourouma formicarum";"Urticaceae";"EN"
"Barbacenia brevifolia";"Velloziaceae";"EN"
"Barbacenia delicatula";"Velloziaceae";"EN"
"Barbacenia exscapa";"Velloziaceae";"CR"
"Barbacenia fannieae";"Velloziaceae";"VU"
"Barbacenia gaveensis";"Velloziaceae";"CR"
"Barbacenia glutinosa";"Velloziaceae";"CR"
"Barbacenia gounelleana";"Velloziaceae";"EN"
"Barbacenia longiscapa";"Velloziaceae";"CR"
"Barbacenia paranaensis";"Velloziaceae";"EN"
"Barbacenia pungens";"Velloziaceae";"CR"
"Barbacenia riparia";"Velloziaceae";"CR"
"Barbacenia rodriguesii";"Velloziaceae";"EN"
"Barbacenia seubertiana";"Velloziaceae";"EN"
"Barbacenia spectabilis";"Velloziaceae";"EN"
"Barbacenia spiralis";"Velloziaceae";"EN"
"Vellozia alata";"Velloziaceae";"EN"
"Vellozia armata";"Velloziaceae";"EN"
"Vellozia barbata";"Velloziaceae";"EN"
"Vellozia canelinha";"Velloziaceae";"CR"
"Vellozia gigantea";"Velloziaceae";"EN"
"Vellozia glabra";"Velloziaceae";"EN"
"Vellozia hatschbachii";"Velloziaceae";"EN"
"Vellozia lilacina";"Velloziaceae";"EN"
"Vellozia metzgerae";"Velloziaceae";"EN"
"Vellozia nuda";"Velloziaceae";"EN"
"Vellozia patens";"Velloziaceae";"EN"
"Vellozia piresiana";"Velloziaceae";"EN"
"Vellozia pulchra";"Velloziaceae";"EN"
"Vellozia sessilis";"Velloziaceae";"EN"
"Vellozia streptophylla";"Velloziaceae";"EN"
"Vellozia subalata";"Velloziaceae";"EN"
"Aloysia cordata";"Verbenaceae";"EN"
"Aloysia hatschbachii";"Verbenaceae";"EN"
"Lippia bradei";"Verbenaceae";"VU"
"Lippia bromleyana";"Verbenaceae";"EN"
"Lippia elliptica";"Verbenaceae";"VU"
"Lippia insignis";"Verbenaceae";"VU"
"Lippia morii";"Verbenaceae";"EN"
"Lippia pumila";"Verbenaceae";"EN"
"Lippia rhodocnemis";"Verbenaceae";"EN"
"Recordia reitzii";"Verbenaceae";"VU"
"Stachytarpheta almasensis";"Verbenaceae";"EN"
"Stachytarpheta procumbens";"Verbenaceae";"EN"
"Stachytarpheta radlkoferiana";"Verbenaceae";"VU"
"Hybanthus albus";"Violaceae";"CR"
"Pombalia strigoides";"Violaceae";"EN"
"Rinorea laevigata";"Violaceae";"EN"
"Rinorea longistipulata";"Violaceae";"EN"
"Rinorea ramiziana";"Violaceae";"EN"
"Viola gracillima";"Violaceae";"EN"
"Cissus apendiculata";"Vitaceae";"EN"
"Cissus inundata";"Vitaceae";"VU"
"Callisthene dryadum";"Vochysiaceae";"CR"
"Callisthene erythroclada";"Vochysiaceae";"EN"
"Callisthene inundata";"Vochysiaceae";"EN"
"Callisthene kuhlmannii";"Vochysiaceae";"EN"
"Erisma arietinum";"Vochysiaceae";"EN"
"Erisma fuscum";"Vochysiaceae";"EN"
"Qualea coerulea";"Vochysiaceae";"EN"
"Qualea hannekesaskiarum";"Vochysiaceae";"EN"
"Qualea insignis";"Vochysiaceae";"VU"
"Qualea labouriauana";"Vochysiaceae";"VU"
"Qualea lundii";"Vochysiaceae";"EN"
"Qualea magna";"Vochysiaceae";"EN"
"Vochysia angelica";"Vochysiaceae";"EN"
"Vochysia assua";"Vochysiaceae";"VU"
"Vochysia dardanoi";"Vochysiaceae";"EN"
"Vochysia eximia";"Vochysiaceae";"VU"
"Vochysia expansa";"Vochysiaceae";"VU"
"Vochysia glazioviana";"Vochysiaceae";"EN"
"Vochysia gummifera";"Vochysiaceae";"EN"
"Vochysia mapuerae";"Vochysiaceae";"VU"
"Vochysia oblongifolia";"Vochysiaceae";"EN"
"Vochysia pygmaea";"Vochysiaceae";"EN"
"Vochysia rotundifolia";"Vochysiaceae";"EN"
"Vochysia rufescens";"Vochysiaceae";"VU"
"Vochysia santaluciae";"Vochysiaceae";"EN"
"Vochysia selloi";"Vochysiaceae";"EN"
"Vochysia spathulata";"Vochysiaceae";"EN"
"Vochysia talmonii";"Vochysiaceae";"CR"
"Xyris aurea";"Xyridaceae";"EN"
"Xyris blepharophylla";"Xyridaceae";"EN"
"Xyris cipoensis";"Xyridaceae";"EN"
"Xyris coutensis";"Xyridaceae";"CR"
"Xyris dardanoi";"Xyridaceae";"CR"
"Xyris fibrosa";"Xyridaceae";"CR"
"Xyris fusca";"Xyridaceae";"EN"
"Xyris hatschbachii";"Xyridaceae";"CR"
"Xyris hystrix";"Xyridaceae";"CR"
"Xyris longifolia";"Xyridaceae";"EN"
"Xyris lucida";"Xyridaceae";"EN"
"Xyris morii";"Xyridaceae";"EN"
"Xyris neglecta";"Xyridaceae";"EN"
"Xyris nigricans";"Xyridaceae";"CR"
"Xyris obtusiuscula";"Xyridaceae";"EN"
"Xyris organensis";"Xyridaceae";"EN"
"Xyris phaeocephala";"Xyridaceae";"EN"
"Xyris platystachya";"Xyridaceae";"CR"
"Xyris reitzii";"Xyridaceae";"EN"
"Xyris retrorsifimbriata";"Xyridaceae";"CR"
"Xyris rigida";"Xyridaceae";"CR"
"Xyris sincorana";"Xyridaceae";"EN"
"Xyris sororia";"Xyridaceae";"CR"
"Xyris stenophylla";"Xyridaceae";"VU"
"Xyris tortilis";"Xyridaceae";"CR"
"Xyris uninervis";"Xyridaceae";"CR"
"Xyris vacillans";"Xyridaceae";"EN"
"Xyris wawrae";"Xyridaceae";"EN"
"Renealmia brasiliensis";"Zingiberaceae";"EN"
